Product Name,Price (INR),Rating
"ASUS Vivobook Go 15 (2023), Intel Core i3-N305, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit KB/Silver/1.63 kg), E1504GA-NJ321WS","31,420",4.1
"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg), 82V6009HIN","24,990",5.0
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop, Intel Celeron N4500, 8GB RAM, 256GB PCIe SSD, Intel UHD Graphics, HD Camera, HD Audio, Wi-Fi, Bluetooth, Windows 11, Black","24,990",3.3
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM|256 GB SSD|14"" (39.6 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel Graphics)","13,829",3.1
HP 440 G9 BZ NB/Pro-book/i5-1235U/16GB/512GB SSD/FHD/BLK/Win11 Pro/3 Yr Onsite-9S706AT,"86,999",4.0
"Acer Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/1 TB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","41,990",3.9
AIR EDU11ONE Notebook/Laptop Intel N4020 4 GB RAM 128 GB SSD with Windows 11 Blue,"18,490",No rating
"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i9 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA GeForce RTX 4060) PHN16-71, (16"") WUXGA Display","1,50,000",3.8
"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU","44,090",3.9
"Lenovo IdeaPad Slim 5 Ryzen 7 7730U 14"" (35.5cm) WUXGA OLED Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE007EIN","65,390",3.8
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","24,999",3.0
"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU","61,990",4.1
"MSI Cyborg 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-070IN","77,990",4.3
"HP Smart Choice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,512GB SSD,Backlit KB, B&O,(Win 11,MSO,Silver,2.37 kg),fa1319TX","78,990",3.8
"Lenovo IdeaPad 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office 2021/1Yr ADP Free/Cloud Grey/1.58Kg), 82VG00EVIN","31,990",3.7
"Acer Aspire 3 Intel Core i5-1235U Processor Laptop with 35.56 cm (14"") FHD LED-Backlit IPS Display (16GB RAM/512GB SSD/WiFi 6/Intel Graphics/Win11Home) A324-51, Backlit Keyboard, Steel Gray, 1.45KG","39,990",3.8
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN","34,350",4.1
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Silver/1.38 kg), E1404FA-NK321WS","30,990",4.2
"Dell Gaming G15-5530 Laptop, Intel 13th Gen i7-13650HX Processor, 16GB DDR5 + 1TB SSD, NVIDIA RTX 3050 6 GB GDDR6, 15.6"" (39.62cm) FHD Narrow 120Hz, 4-Zone RGB Backlit KB, Dark Shadow Gray, 2.65 Kg","96,990",No rating
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 16‑core CPU and 40‑core GPU: Built for Apple Intelligence, (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black","3,99,900",5.0
"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD Display- 3 Side Narrow Border, Win 11 + MSO'21, 2 Tuned Speakers, Black, Thin & Light-1.65Kg","43,990",3.3
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN","53,530",3.8
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black","13,308",3.5
"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU","61,990",4.1
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","22,990",3.9
"HP 247 G8 Laptop (R3-5300U/ 14 inches /8GB RAM DDR4 /512 GB SSD/Windows 11 Home) One Year Warranty, 600A9PA","27,490",3.0
"(Refurbished) Dell Latitude Laptop E7480 Intel Core i5 - 7300u Processor 7th Gen, 32 GB Ram & 2TB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.37KG) Notebook Computer","34,990",4.6
"2022 Apple MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight","84,990",4.5
"Primebook 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)","14,790",4.6
"Samsung Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)","59,990",No rating
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 16‑core CPU and 40‑core GPU: Built for Apple Intelligence, (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black","3,99,900",5.0
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/16 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD, Metal Body, Steel Gray, 1.59 KG","34,990",No rating
"Lenovo V15 Portable Laptop, 15.6"" FHD Anti-Glare Display, Business and Everyday Use, Intel Dual Core Processor, 8GB RAM, 256GB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black","23,980",4.0
"ASUS Vivobook 15 Thin and Light Laptop, Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, 60Hz (16GB RAM/512GB/Windows 11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS","51,990",3.7
"ASUS TUF Gaming A15, 15.6"" FHD 144Hz 250nits, AMD Ryzen 9 8945H Processor, Gaming Laptop (32GB RAM/1TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office Home/Mecha Gray/2.2 Kg), FA507UV-LP137WS","1,27,900",4.0
"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel Pentium Gold 7505, Thin and Light Laptop, (8GB RAM/256GB SSD/Intergrated Graphics/Windows 11 Home/Indie Black/1.8 Kg), X1500EA-EJ111WS","25,990",4.0
"Acer One (2024) Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Light Laptop (14 Inch, Silver, 1.49 Kg)","28,990",5.0
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus","41,600",4.0
"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU","44,090",3.9
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.1
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","40,149",3.7
"Dell 15 Thin & Light Laptop, Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + MSO '21, 15 Month McAfee, Spill-Resistant Keyboard, Black, 1.66kg","47,990",3.5
"Lenovo V15 G4 (2024), AMD Ryzen 5 7520U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021 Pro Plus","32,890",4.0
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS","36,990",3.9
"Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN","74,190",3.9
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2212AU","31,749",3.9
"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/512GB SSD/6GB RTX3050/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") Full HD, Premium Metal Body, Steel Gray, 1.99KG","58,890",3.8
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16GB RAM/512GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Backlit Keyboard, Steel Gray, 1.59KG","43,990",3.9
"HP Laptop 255 G9 (2024), AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg/MS Office 2021 Pro Plus","28,490",5.0
"MSI Modern 14, Intel 12th Gen. i3-1215U, 36CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel UHD Graphics/Classic Black/1.4Kg), C12MO-1213IN","29,990",4.2
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN","53,530",3.8
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"ASUS TUF Gaming A15, 15.6"" FHD 16:9, 144Hz 250nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/RTX 4060/Win 11/Office Home/90WHr Battery/Mecha Gray/2.2 Kg),FA507NVR-LP104WS","96,990",4.3
"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Win11//Backlit Keyboard/Silver/1.7 kg), X1504ZA-NJ522WS","44,990",3.7
"Primebook 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)","14,790",4.6
"HP Laptop 15,AMD Ryzen 3 7320U 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, 1080p FHD Camera TNR, (Win 11, Silver, 1.59 kg), fc0154AU","33,490",4.1
"ASUS TUF Gaming A15, 15.6"" FHD 16:9 144Hz 250nits, AMD Ryzen 5 7535HS Processor, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Graphite Black/2.3 Kg),FA566NC-HN083WS","60,990",4.0
"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch), Arctic Grey, 1 Year Service Center Carry in Warranty","36,000",2.5
"Acer Aspire 3 Intel Core i3-N305 Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/Intel Graphics/Win11 Home/38Wh) A324-31, Steel Gray, 1.45KG","28,990",4.2
"FUTOPIA ULTIMUS PRO [2024] Intel Dual Core ~2.8 GHz 4GB RAM 128 GB eMMC Expandable ~ 512 GB, 14.1"" HD Display Intel HD Graphics Win 11 Home 1.20 Kg Thin & Light Laptop Spider Grey","12,990",3.1
"Dell Inspiron 3520 Laptop, Intel 12th Generation i3-1215U Processor, 8GB DDR4, 512GB SSD, 15.6"" FHD 120Hz Display, Win 11 + MSO'21 & 15 Month McAfee, Black Color, Thin & Light- 1.65kg","34,990",3.8
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.1
"Dell 15 Thin & Light Laptop, AMD R5-7520U Processor, 8GB LP DDR5 + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, 15 Months McAfee, Carbon Black, 1.67kg","39,990",4.2
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
HP Victus AI Powered Gaming Laptop (Ryzen 7 7840Hs-16 GB DDR5 RAM / 512GB SSD / Win11 Home+MSO'2021/6 GB NVIDIA GeForce RTX 3050 Graphics/RGB Backlit KB/FHD Camera/Performance Blue/2.29KG) S0095AX,"78,990",3.9
(Refurbished) Dell Latitude E5440 4th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/500 GB HDD/14 (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel HD Graphics),"12,999",1.0
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FKIN","36,800",3.9
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021 Pro Plus,"33,499",No rating
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS","36,990",3.9
"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD Display- 3 Side Narrow Border, Win 11 + MSO'21, 2 Tuned Speakers, Black, Thin & Light-1.65Kg","43,990",3.3
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH","43,990",3.6
"Acer Aspire 3 Intel Core i3-N305 Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/Intel Graphics/Win11 Home/38Wh) A324-31, Steel Gray, 1.45KG","28,990",4.2
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","24,999",3.0
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell Inspiron 5430 Laptop, Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD+ Comfort View/Backlit KB/Windows 11+MSO'21/15 Month McAfee/Platinum Silver, Thunderbolt 4.0 Port,1.59kg","60,990",3.9
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","35,990",3.9
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 4050/win 11/Office Home/70WHr Battery/Indie Black/1.80 kg), K3605ZU-RP304WS","74,990",4.0
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2212AU","31,749",3.9
"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG","55,900",3.5
"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.8 kg), X1605ZAC-MB540WS","52,980",3.6
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","51,990",2.5
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U(16GB DDR4 RAM /512GB M.2 NVMe SSD/Windows 11 + MS Office 21/Backlit KB /15.6"" FHD 300Nits Anti Glare/1Yr ADP Free/Arctic Grey/1.65Kg), 82KU024GIN","44,990",3.6
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 16‑core CPU and 40‑core GPU: Built for Apple Intelligence, (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black","3,99,900",5.0
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU","68,990",3.8
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","35,932",3.9
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg","52,490",3.8
"ASUS Vivobook 16 (2023)Thin & Light Laptop,Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS","89,990",3.7
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS","36,990",3.9
"ASUS [Smartchoice ROG Strix G16, 16""(40.64cm) FHD+ 165Hz, 13th Gen Core i7-13650HX,Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 4060 /Windows 11/Office 21/Eclipse Gray/2.50 Kg), G614JV-N3474WS","1,39,990",3.4
"Acer Travelmate Business Laptop Intel Core i5-1135G7 Processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home) TMP214-53 with 35.56 cm (14.0"") Full HD Display","39,990",3.4
"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel Pentium Gold 7505, Thin and Light Laptop, (8GB RAM/256GB SSD/Intergrated Graphics/Windows 11 Home/Indie Black/1.8 Kg), X1500EA-EJ111WS","25,990",4.0
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","40,149",3.7
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","24,999",3.0
"HP Laptop 14, Intel Core Ultra 5 125H, Built-in AI, 14-inch (35.6 cm), FHD, 16GB DDR5, 512GB SSD, Intel Arc Graphics, 1080p FHD Camera w/Privacy Shutter, Backlit KB (Win 11, Silver, 1.4 kg), gr1022TU","67,990",4.6
AIR EDU11ONE Notebook/Laptop Intel N4020 4 GB RAM 128 GB SSD with Windows 11 Blue,"18,490",No rating
"Acer Aspire 3 Intel Core i3-N305 Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/Intel Graphics/Win11 Home/38Wh) A324-31, Steel Gray, 1.45KG","28,990",4.2
HP 14s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/14” (35.6cm)/Silver/1.46kg) dy5008TU Laptop,"36,990",3.9
"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.8 kg), X1605ZAC-MB540WS","52,980",3.6
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/3 month Game Pass/Grey/1.39Kg), 83CV003MIN","90,990",4.2
"Dell Inspiron 5430 13th Gen Laptop, Intel i7-1355U/16GB LPDDR5/512GB SSD/14.0"" (35.56Cms) FHD+ Comfort View/Backlit KB + FPR/Windows 11+MSO'21/McAfee 15 Months/Platinum Silver/Thunderbolt 4.0/1.59KGs","83,490",4.2
"2022 Apple MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight","84,990",4.5
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.1
"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","77,990",3.9
